fiscal_year,chain_name,medicaid_total,medicare_total,federal_medicaid_total,state_medicaid_total,private_total,private_carrier_administered_total,uninsured_other_total,total_revenue,facility_count,state_count,public_total,comprehensive_total,public_dependency,private_dependency,private_carrier_administered_dependency,comprehensive_dependency
2014,COUNTY OF SAN MATEO,84617529.0,30813968.37,42308764.5,42308764.5,140560533.54,220971362.89,12222655.09,268214686.0,1,1,115431497.37,255992030.91,0.4303697873202961,0.5240597956668189,0.8238600435548111,0.954429582987115
2016,"AFFINITY HEALTH SYSTEMS, LLC",11626324.0,103587148.01,8444199.12,3182124.88,153897316.55,219589990.96,59848956.44,328959745.0,1,1,115213472.01,269110788.56,0.35023577735932404,0.4678302402927751,0.6675284568937151,0.8180660176520991
2018,"UHS OF PENNSYLVANIA, INC.",17597462.0,97522134.89,10069267.76,7528194.24,124617120.56,191452391.25,48462213.55,288198931.0,1,1,115119596.89,239736717.45,0.39944491289594686,0.43239966271769414,0.664306389290528,0.8318445756136409
2023,WEST VIRGINIA UNIVERSITY HOSPITALS INC,36688512.0,78244546.56,23858142.950000003,12830369.05,154069951.27,224620835.88,59916092.17,328919102.0,3,2,114933058.56,269003009.83000004,0.3494265242156717,0.4684129025440426,0.6829060231351355,0.8178394267597144
2023,REGIONAL WEST HEALTH SERVICES,16958049.0,97952643.62,9486332.61,7471716.39,68672142.27,135264633.01,26705833.11,210288668.0,1,1,114910692.62,183582834.89,0.5464426291387228,0.32656130700300023,0.6432331056945018,0.873003936141723
2022,MISSISSIPPI HMA HOLDINGS II LLC,49243490.0,65646410.739999995,37868243.81,11375246.19,90989683.38,164027826.78,35384876.88,241264461.0,3,1,114889900.74,205879584.12,0.4761990235271327,0.37713670303062163,0.6798673376929726,0.8533357265577545
2018,ST VINCENT INFIRMARY MEDICAL CENTER,8341163.0,106485352.66,5774587.14,2566575.86,74518934.64,139341750.85,28979585.7,218325036.0,1,1,114826515.66,189345450.3,0.5259429599269595,0.34132106883060354,0.6382307471599363,0.8672640287575631
2015,HOSPITAL SERVICE DISTRICT #1 OF TANGIPAHOA,20865395.0,93944544.57,14152997.43,6712397.57,130770761.83,198089307.6,11371370.6,256952072.0,2,1,114809939.57,245580701.39999998,0.4468146089516647,0.5089305597426745,0.7709192849007265,0.9557451686943391
2019,Kaiser Permanente,38045984.0,76757184.46000001,22705843.25,15340140.75,143552063.29,214303002.75,55352092.25,313707324.0,3,1,114803168.46000001,258355231.75,0.3659562900737377,0.45759869887513366,0.6831303777593666,0.8235549889488714
2022,HOLZER HEALTH SYSTEM,46814175.0,67972766.37,30358992.48,16455182.52,82793127.33000001,155288780.09,32197327.3,229777396.0,2,1,114786941.37,197580068.70000002,0.4995571512613016,0.36031885107619555,0.6758226996793018,0.8598760023374972
2015,HAYS MEDICAL CENTER INC,4770899.0,110006848.35,2894504.42,1876394.58,56315560.07,120397500.91000001,21900495.580000002,192993803.0,2,1,114777747.35,171093307.42,0.5947224499742098,0.291799836028932,0.6238412790383742,0.8865222860031416
2022,CATHOLIC HEALTH SYSTEM,63810721.0,50941613.67,31905360.5,31905360.5,106231202.88,182107131.15,41312134.45,262295672.0,2,1,114752334.67,220983537.55,0.4374922917904646,0.4050055499200154,0.6942818757222956,0.8424978417104801
2018,WHITE COUNTY MEDICAL CENTER,13730276.0,101014545.35,9505470.07,4224805.93,85433810.78,151289517.72,32847899.869999997,233026532.0,2,1,114744821.35,200178632.13,0.49241097297023667,0.36662696752488255,0.6492373053897571,0.8590379404951192
2021,PHELPS COUNTY CLERK,19497370.0,95210215.74,12564105.23,6933264.77,109914138.91,176902785.07,42744387.35,267366112.0,1,1,114707585.74,224621724.64999998,0.4290281400359369,0.4110997391845979,0.661649989023291,0.8401278792205348
2022,BEAUFORT COUNTY MEMORIAL HOSPITAL,20430732.0,94183129.12,14205487.96,6225244.04,142000547.21,209124317.23,12347873.67,268962282.0,1,1,114613861.12,256614408.33,0.4261335837416787,0.5279571029591428,0.7775228395407502,0.9540906867008215
2014,"WHITE RIVER HEALTH SYSTEM, INC.",9619340.0,104906371.22,6659469.08,2959870.92,37248878.0,102161887.17,14485674.78,166260264.0,2,1,114525711.22,151774589.22,0.6888339309986901,0.22403956967131966,0.6144696556598755,0.9128735006700097
2016,CAMERON INVESTMENTS LLC,25260202.0,89258509.69,17133995.02,8126206.98,47148943.910000004,115186275.74,18335700.4,180003356.0,6,1,114518711.69,161667655.6,0.6362032032891654,0.261933693669578,0.639911823310672,0.8981368969587433
2023,VALLEY HEALTH SYSTEMS INC,59985223.0,54512180.81,29992611.5,29992611.5,55757083.1,130727699.8,21683310.09,191937797.0,1,1,114497403.81,170254486.91,0.5965339062946523,0.2904955874845224,0.6810940932077073,0.8870294937791747
2018,GROUP HEALTH PLAN INC,11725874.0,102741952.28,7115260.35,4610613.65,50332285.239999995,115634764.5,19573666.48,184373778.0,3,1,114467826.28,164800111.51999998,0.6208465624650811,0.27299047503381957,0.6271757608611784,0.8938370374989006
2019,HAYS MEDICAL CENTER INC,6002904.0,108385915.7,3641961.85,2360942.15,61885919.019999996,126000350.66,24066746.279999997,200341485.0,2,1,114388819.7,176274738.72,0.5709692113942352,0.30890216781611657,0.6289279060699785,0.8798713792103517
2015,WHITE COUNTY MEDICAL CENTER,12502954.0,101837257.57000001,8655795.05,3847158.95,65401819.07,130789526.24,25170957.36,204912988.0,2,1,114340211.57000001,179742030.64000002,0.5579939694696171,0.3191687345362413,0.6382686013050574,0.8771627040058584
2017,ARNOT HEALTH INC,22279352.0,92024120.82,11139676.0,11139676.0,82753376.53,150076156.98,32181868.65,229238718.0,1,1,114303472.82,197056849.35,0.4986220208228524,0.36099214500929117,0.6546719432447706,0.8596141658321436
2022,SURGERY CENTER HOLDINGS INC,3510686.0,110446135.4,2073906.28,1436779.72,107481288.14,170859677.11,21812738.46,243250848.0,3,3,113956821.4,221438109.54000002,0.4684745082574183,0.44185370379469346,0.7024011571380011,0.9103282120521118
2018,HOLZER HEALTH SYSTEM,23708937.0,90244877.28999999,15375245.65,8333691.35,58675649.550000004,126092034.81,22818308.16,195447772.0,2,1,113953814.28999999,172629463.84,0.5830397201457993,0.30021140148888475,0.6451443959668162,0.8832511216346841
2017,TARRANT COUNTY HOSPITAL DISTRICT,67916758.0,45952535.77,40634596.31,27282161.69,223527462.57,299738925.74,19437170.66,356833927.0,1,1,113869293.77000001,337396756.34000003,0.31911005415693,0.6264187501711406,0.8399955919550217,0.9455288043280706
2020,GROUP HEALTH PLAN INC,15371285.0,98452587.94,9327295.74,6043989.26,49135727.57,114813114.69,19108338.490000002,182067939.0,3,1,113823872.94,162959600.51,0.6251725238675877,0.26987578285268554,0.6306058898705938,0.8950483067202732
2022,HOSPITAL SERVICE DISTRICT #1 OF TANGIPAHOA,41620856.0,72139323.98,28231426.62,13389429.38,162196577.78,233088847.97,14104050.24,290060808.0,2,1,113760179.98,275956757.76,0.392194246318172,0.5591812933927979,0.80358615001169,0.9513755397109698
2019,VIRGINIA COMMONWEALTH UNIVERSITY HEALTH SYSTEM AUTHORITY,20087778.0,93658287.37,10122231.34,9965546.66,49175323.66,115753215.21000001,19123736.97,182045126.0,2,1,113746065.37,162921389.03,0.6248234592669073,0.2701271093629829,0.6358490213574848,0.8949505686298902
2020,MAURY COUNTY GOVERNMENT,25416665.0,88287693.78,16307332.26,9109332.74,178809188.16,246429918.49,15548625.06,308062172.0,1,1,113704358.78,292513546.94,0.3690954914776099,0.5804321478328083,0.7999356652266933,0.9495276393104182
2020,WELLFORCE INC,18788913.0,94877275.72,9394456.5,9394456.5,58553040.44,124827226.84,22770626.84,194989856.0,1,1,113666188.72,172219229.16,0.582933856415587,0.30028762337257175,0.6401729269444663,0.8832214797881588
2015,CAYUGA HEALTH SYSTEM INC,18706858.0,94929977.27,9353429.0,9353429.0,64850787.16,131092418.16,25219750.57,203707373.0,2,1,113636835.27,178487622.43,0.5578435065774472,0.31835267523674754,0.6435330063384598,0.8761961818141949
2017,COLUMBIA HEALTH CARE SYSTEM OF LOUISIANA INC,21814048.0,91812845.07,14056972.53,7757075.47,125237799.31,192095400.1,48703588.62,287568281.0,1,1,113626893.07,238864692.38,0.3951301328326958,0.43550630436185,0.6679992641469383,0.8306364371945458
2014,FIRDAUS FOUNDATION,20880442.0,92716203.79,13567528.040000001,7312913.96,91989947.46000001,158644191.04000002,28531077.75,234117671.0,3,2,113596645.79,205586593.25,0.48521175400724026,0.3929218459549771,0.6776258723332338,0.8781335999622173
2023,WELLFORCE INC,22889444.0,90666792.39,11444722.0,11444722.0,91869804.44,158903623.25,35727146.17,241153187.0,1,1,113556236.39,205426040.82999998,0.47088839174246533,0.38096035794874233,0.6589322962171759,0.8518487496912076
2020,ENDEAVOR HEALTH CLINICAL OPERATIONS,35739331.0,77794131.99,18520121.32,17219209.68,103534119.37,173125390.21,40263268.64,257330851.0,1,1,113533462.99,217067582.36,0.44119646963744735,0.4023385418719188,0.6727735502262028,0.8435350115093663
2018,BEAUFORT COUNTY MEMORIAL HOSPITAL,20523245.0,92945445.47,14269812.25,6253432.75,100111760.09,166624188.85,8705370.44,222285821.0,1,1,113468690.47,213580450.56,0.5104630154075369,0.45037402583586295,0.7495943200533695,0.9608370412433999
2022,CITY OF AMES IOWA,23845899.0,89503053.88,14951378.67,8894520.33,94163058.11,161274161.99,12840417.01,220352428.0,1,1,113348952.88,207512010.99,0.5143984747923903,0.42732934220266455,0.731891921744561,0.9417278169950549
2016,THEDACARE INCORPORATED,15367095.0,97977722.55,9324753.24,6042341.76,153315858.57,218728927.22,59622833.88,326283510.0,2,1,113344817.55,266660676.12,0.34738138482695613,0.4698854029429805,0.6703646384703904,0.8172667877699367
2020,NORTH KANSAS CITY HOSPITAL,17900517.0,95371492.31,11535093.15,6365423.85,413649893.71,479529602.23,35969555.98,562891459.0,1,1,113272009.31,526921903.02,0.2012324179003043,0.7348661755231927,0.8519042073971139,0.9360985934234969
2016,SOUTHWEST FLORIDA HMA HOLDINGS LLC,6406359.0,106722988.41,3665718.62,2740640.38,80894999.32,144397412.2,11031136.27,205055483.0,1,1,113129347.41,194024346.73,0.5517011579251455,0.39450298102977327,0.7041870331260539,0.9462041389549188
2020,"SELECT HOSPITAL INVESTORS, INC",0.0,113120943.59,0.0,0.0,66903668.93000001,129120187.9,26018093.48,206042706.0,2,1,113120943.59,180024612.52,0.5490169770435843,0.32470777650338184,0.6266671138555131,0.8737247535469662
2015,CAMERON INVESTMENTS LLC,22044460.0,91032554.7,14952757.219999999,7091702.779999999,48633661.66,115234911.74000001,18913090.64,180623767.0,6,1,113077014.7,161710676.36,0.6260361888034369,0.26925394408367087,0.6379831051801728,0.8952901328871079
2018,BETHESDA HEALTH INC,24117866.0,88955471.85,13800242.93,10317623.07,134491855.07,201505764.09,52302388.08,299867581.0,1,1,113073337.85,247565192.92,0.37707756694779215,0.4485041518042592,0.6719824911316439,0.8255817187520513
2016,VALLEY MEDICAL FACILITIES INC,29316114.0,83712344.97999999,16434613.51,12881500.49,177483467.53,245512342.77,69021348.49,359533275.0,2,1,113028458.97999999,290511926.51,0.31437551636910377,0.4936496282020072,0.6828640346849676,0.808025144571111
2016,THE HEALTH AND HOSPITAL CORPORATION OF MARION COUNTY,38132198.0,74891570.36,24686784.99,13445413.01,200194309.79,269983821.99,17408200.85,330626279.0,1,1,113023768.36,313218078.15,0.3418475043842477,0.6055002959701216,0.8165830701860212,0.9473478003543693
2015,BON SECOURS RICHMOND LLC,22087668.0,90935446.58999999,11129975.899999999,10957692.100000001,65538595.019999996,132118841.64,25487231.39,204048941.0,2,1,113023114.58999999,178561709.60999998,0.5539019905523548,0.3211905668258283,0.6474860442426899,0.875092557378183
2023,LAWRENCE GENERAL HOSPITAL,42585851.0,70357017.32,21292925.5,21292925.5,97279898.92,167915646.7,13265440.76,223488208.0,1,1,112942868.32,210222767.24,0.5053638817489645,0.4352797840680704,0.7513400738351259,0.940643665817035
2019,CAMERON INVESTMENTS LLC,15865621.0,97049612.79,10761650.73,5103970.27,60052819.11,125329321.9,23353874.1,196321927.0,6,1,112915233.79,172968052.9,0.5751534508419939,0.305889515387652,0.6383867753091075,0.8810429662296458
2015,HOLZER HEALTH SYSTEM,27953595.0,84961539.63,18127906.35,9825688.65,50670838.35,118364881.39,19705326.02,183291299.0,2,1,112915134.63,163585972.98,0.6160419793303991,0.27644977490175354,0.6457746878099216,0.8924917542321525
2017,HENDRICK MEDICAL CENTER,29780210.0,83097810.1,17817499.64,11962710.36,37996188.41,106035141.46000001,14776295.489999998,165650504.0,2,1,112878020.1,150874208.51,0.6814227386836081,0.22937562815987567,0.640113606053381,0.9107983668434838
2022,"SELECT HOSPITAL INVESTORS, INC",0.0,112870270.47999999,0.0,0.0,61230017.17,123308665.93,23811673.35,197911961.0,2,1,112870270.47999999,174100287.64999998,0.5703054525340183,0.3093800741532747,0.6230480730267738,0.8796855266872929
2017,BAXTER COUNTY REGIONAL HOSPITAL INC,6082575.0,106727920.93,4210966.67,1871608.33,60748034.45,124010322.21,23624235.62,197182766.0,1,1,112810495.93,173558530.38,0.5721113372047941,0.30807983721051974,0.6289105520002696,0.8801911744153137
2015,"ST. FRANCIS HOLDING COMPANY, LLC",18117554.0,94692467.25,12030055.86,6087498.14,88538304.78,154207327.27,34431562.97,235779889.0,1,1,112810021.25,201348326.03,0.4784548068474152,0.37551253906986104,0.65403087567829,0.8539673459172763
2017,BETHESDA HEALTH INC,25691493.0,87063629.27,14700672.29,10990820.71,147340895.57,214494511.42,57299237.16,317395255.0,1,1,112755122.27,260096017.83999997,0.3552514427791304,0.4642189612128889,0.6757962132105597,0.8194704039920193
2018,ST JOSEPH HOLDINGS LLC,14038102.0,98693749.25,9392894.05,4645207.95,43212825.9,108022964.49,16804987.85,172749665.0,1,1,112731851.25,155944677.15,0.6525734869008284,0.2501470894314035,0.6253150446919824,0.902720576332232
2022,MAGNOLIA REGIONAL HEALTH CENTER,17507846.0,95179348.13,13463533.57,4044312.43,45009541.68,110489067.65,3913873.19,161610609.0,1,1,112687194.13,157696735.81,0.6972759698591322,0.2785061077271233,0.6836745949642452,0.9757820775862555
2021,THE REGIONAL HEALTH NETWORK OF KENTUCKY AND SOUTHERN INDIANA LLC,45938564.0,66600713.26,29740626.340000004,16197937.66,61761909.410000004,132846224.7,24018520.33,198319707.0,2,1,112539277.25999999,174301186.67,0.567463914516574,0.3114259815339481,0.6698589197693803,0.878889896050522
2018,CHILDREN'S HEALTH SYSTEM OF TEXAS,0.0,112452214.27,0.0,0.0,842097722.21,903946440.06,327482447.52000004,1282032384.0,2,1,112452214.27,954549936.48,0.08771402007735866,0.6568459055477338,0.7050886165914511,0.7445599256250925
2022,"VHS ACQUISITION SUBSIDIARY NUMBER 9, INC.",36441437.0,75999797.33,18220718.5,18220718.5,69059274.24,138190240.52,26856384.43,208356893.0,1,1,112441234.33,181500508.57,0.5396568969282912,0.3314470342001116,0.6632381512811291,0.8711039311284028
2017,CAMERON INVESTMENTS LLC,27248564.0,85084622.62,18482700.950000003,8765863.05,40560799.239999995,107793764.69,15773644.14,168667630.0,6,1,112333186.62,152893985.86,0.6660032314439943,0.2404776733982685,0.639089816404013,0.906480904842263
2019,THE REGIONAL HEALTH NETWORK OF KENTUCKY AND SOUTHERN INDIANA LLC,33047409.0,79173988.98,21394892.58,11652516.42,47173095.38,115504346.07000001,18345092.64,177739586.0,2,1,112221397.98,159394493.36,0.6313810024290256,0.26540567828260836,0.6498515534406613,0.896786680711634
2016,ARNOT HEALTH INC,24070964.0,88110358.02,12035482.0,12035482.0,72511821.35,139025741.26,28199041.63,212892185.0,1,1,112181322.02,184693143.37,0.526939596303171,0.3406034906823846,0.6530335590289517,0.8675430869855556
2021,LA PORTE HEALTH SYSTEM LLC,34968401.0,77040116.44,22638542.81,12329858.190000001,62620590.650000006,131218955.44,24352451.91,198981560.0,2,1,112008517.44,174629108.09,0.5629090325756819,0.3147054965796831,0.6594528429669563,0.877614529155365
2014,"BAYSHORE PARTNER, LLC",41064114.0,70903453.07,24568659.41,16495454.59,124317451.39,194112436.08,48345675.54,284630694.0,1,1,111967567.07,236285018.45999998,0.39337840025784426,0.43676755181575744,0.6819799837890991,0.8301459520736016
2017,BON SECOURS RICHMOND LLC,22071243.0,89878941.65,11121699.35,10949543.65,61046862.73,127033712.89,23740446.62,196737494.0,2,1,111950184.65,172997047.38,0.5690332959613688,0.3102960268976487,0.6457015910246371,0.8793293228590174
2019,REGIONAL WEST HEALTH SERVICES,10896881.0,101018905.84,6095715.23,4801165.77,56874980.28,120608039.24,22118047.88,190908815.0,1,1,111915786.84,168790767.12,0.5862263973510076,0.29791699393241744,0.6317573090587776,0.884143391283425
2023,"SELECT HOSPITAL INVESTORS, INC",0.0,111892680.74,0.0,0.0,73729049.22999999,135270023.64,28672408.03,214294138.0,2,1,111892680.74,185621729.96999997,0.5221453175728027,0.3440553713606482,0.6312352960396891,0.8662006889334507
2014,VALLEY MEDICAL FACILITIES INC,23460155.0,88393235.5,13151762.89,10308392.11,180596563.56,246807959.34,70231996.94,362681951.0,2,1,111853390.5,292449954.06,0.30840627770859214,0.4979474800498137,0.680507973058742,0.8063537577584058
2022,"LRH, LLC",24061137.0,87782390.52,14395778.27,9665358.73,129250659.23,195576826.77,50264145.25,291358332.0,1,1,111843527.52,241094186.75,0.38386932940019713,0.44361408284695975,0.6712587398049766,0.8274834122471568
2020,SMBI IDAHO LLC,39340567.0,72482000.4,26322773.380000003,13017793.620000001,197296440.53,266666966.01000002,26904060.07,336023068.0,2,1,111822567.4,309119007.93,0.3327824130217155,0.5871514765468423,0.7935972003267348,0.9199338895685578
2019,BAXTER COUNTY REGIONAL HOSPITAL INC,6220863.0,105516925.01,4306703.45,1914159.55,88817528.87,151517484.88,34540150.12,235095467.0,1,1,111737788.01,200555316.88,0.47528686722828223,0.3777934555837268,0.6444934341503062,0.853080322812009
2017,LA PORTE HEALTH SYSTEM LLC,20135014.0,91586398.48,13035408.06,7099605.94,32150627.66,97624407.32000001,12503021.86,156375062.0,2,1,111721412.48,143872040.14000002,0.7144452002199686,0.20559945587743397,0.6242965219096125,0.9200446560974026
2016,THE REGIONAL HEALTH NETWORK OF KENTUCKY AND SOUTHERN INDIANA LLC,20235442.0,91479255.89,13100425.149999999,7135016.850000001,50361605.349999994,115851777.59,19585068.76,181661372.0,2,1,111714697.89,162076303.24,0.614961214153992,0.2772279257584821,0.6377347936687388,0.8921891399124742
2021,CATHOLIC HEALTH SYSTEM,60704025.0,50986156.46,30352012.5,30352012.5,107949621.99000001,181520026.79,41980408.550000004,261620212.0,2,1,111690181.46000001,219639803.45000002,0.42691725003265424,0.4126195799810758,0.69383028704984,0.83953683001373
2015,THE HEALTH AND HOSPITAL CORPORATION OF MARION COUNTY,47591915.0,64046983.14,30811005.77,16780909.23,149949196.31,220868973.29,13039060.55,274627155.0,1,1,111638898.14,261588094.45,0.4065107769113364,0.546010085237201,0.8042503054368385,0.9525208621485373
2014,HAWAII HEALTH SYSTEMS CORPORATION,43770281.0,67758357.06,26122103.71,17648177.29,170162372.86,240257180.0,14796728.08,296487739.0,7,1,111528638.06,281691010.92,0.3761661053376646,0.5739271830731592,0.8103444034830729,0.9500932884108236
2022,"DUNCAN REGIONAL HOSPITAL, INC",22760974.0,88693544.22,15129219.42,7631754.58,32334550.4,98186730.22,12574547.38,156363616.0,2,1,111454518.22,143789068.62,0.7127906163285453,0.20679075623321475,0.6279384727198941,0.9195813725617602
2020,AHMC GARFIELD MEDICAL CENTER LP,35894269.0,75513066.48,17947134.5,17947134.5,125452569.97,193905458.28,48787110.55,285647016.0,1,1,111407335.48,236859905.45,0.3900175014606139,0.4391873989329544,0.678828930178637,0.8292049003935682
