fiscal_year,chain_name,medicaid_total,medicare_total,federal_medicaid_total,state_medicaid_total,private_total,private_carrier_administered_total,uninsured_other_total,total_revenue,facility_count,state_count,public_total,comprehensive_total,public_dependency,private_dependency,private_carrier_administered_dependency,comprehensive_dependency
2015,MASSAC MEMORIAL HOSPITAL,4364893.0,13416899.26,2261887.55,2103005.45,3201468.2,13854432.54,278388.54,21261649.0,1,1,17781792.259999998,20983260.459999997,0.8363317567701356,0.1505747837338487,0.6516160877267797,0.9869065405039843
2015,THE DCH HEALTH CARE AUTHORITY,1117603.0,16633404.31,811715.06,305887.94,4432621.46,14419196.08,1723797.23,23907426.0,1,1,17751007.310000002,22183628.770000003,0.7424892713251524,0.18540772477974,0.6031262453766457,0.9278969961048924
2016,MARSHALL BROWNING HOSPITAL ASSOCIATION,3530065.0,14199538.05,1829279.68,1700785.32,1982175.8,12439470.48,770846.15,20482625.0,1,1,17729603.05,19711778.85,0.8655923276435515,0.09677352390135542,0.6073181772355838,0.9623658515449071
2015,EAGLEVILLE FOUNDATION,5513237.0,12210563.63,3090720.66,2422516.34,11477919.15,22328656.9,4463635.22,33665355.0,1,1,17723800.630000003,29201719.78,0.5264700351444386,0.34094157480293913,0.663253273283469,0.8674116099473776
2015,ACADIA FLORIDA HOLDCO LLC,0.0,17723686.04,0.0,0.0,14801679.33,24549706.65,5756208.63,38281574.0,2,1,17723686.04,32525365.369999997,0.46298216578033075,0.38665284060681515,0.6412930317337526,0.8496350063871458
2022,CHILDRESS COUNTY HOSPITAL DISTRICT,1287011.0,16427847.09,770018.68,516992.32,18457849.52,28458423.67,1605030.39,37777738.0,1,1,17714858.09,36172707.61,0.46892320789561304,0.48859064881015374,0.7533120079873497,0.9575138567057667
2017,PALO ALTO COUNTY HOSPITAL,3398325.0,14309935.65,2130749.78,1267575.22,4759750.04,15178958.4,413891.31,22881902.0,1,1,17708260.65,22468010.689999998,0.7738981073339095,0.2080137411653979,0.663360869214456,0.9819118484993073
2016,AMARILLO SPECIALTY HOSPITAL,0.0,17691959.99,0.0,0.0,3263818.33,12994396.32,1269262.68,22225041.0,1,1,17691959.99,20955778.32,0.7960372262080415,0.14685319725619403,0.5846736714681426,0.9428904234642357
2016,MIDWEST MEDICAL FOUNDATION,2740055.0,14951839.57,1419896.5,1320158.5,3014764.87,13293317.88,1172408.56,21879068.0,1,1,17691894.57,20706659.44,0.8086219472419941,0.1377921980040466,0.6075815423216382,0.9464141452460407
2014,"KNOXVILLE HMA HOLDINGS, LLC",4991212.0,12698738.39,3202361.62,1788850.38,15158994.92,25886710.03,5895164.69,38744110.0,1,1,17689950.39,32848945.310000002,0.4565842495801297,0.3912593403229549,0.6681456879510203,0.8478435899030847
2015,COQUILLE VALLEY HOSPITAL DISTRICT,2068552.0,15618648.95,1194588.78,873963.22,3986421.16,14128092.08,1550274.89,23223897.0,1,1,17687200.95,21673622.11,0.7615948757437221,0.17165168963675648,0.6083428668323839,0.9332465653804786
2016,TEXAS COUNTY MEMORIAL HOSPITAL,2807620.0,14877493.23,1809230.33,998389.67,7949058.31,18237394.59,3091300.46,28725472.0,1,1,17685113.23,25634171.54,0.6156596218854123,0.27672507208932895,0.6348858111017288,0.8923846939747413
2019,CITY OF ORTONVILLE,1759526.0,15914713.26,891727.78,867798.22,11290247.12,21362983.91,981760.62,29946247.0,1,1,17674239.259999998,28964486.379999995,0.5901988072161429,0.3770170973344339,0.7133776699965108,0.9672159045505767
2020,PLUMAS DISTRICT HOSPITAL,2873229.0,14800018.3,1436614.5,1436614.5,13343045.84,23637977.66,1160264.86,32176558.0,1,1,17673247.3,31016293.14,0.549258478796893,0.41468219938254425,0.734633507412446,0.9639406781794374
2023,SUMMIT BEHAVIORAL HOLDINGS I LLC,0.0,17668240.93,0.0,0.0,162019538.68,171737071.17,63007598.39,242695378.0,11,9,17668240.93,179687779.61,0.0728000717426106,0.6675839483024684,0.7076239876723156,0.740384020045079
2016,WILLIAM BEE RIRIE HOSPITAL,3424162.0,14235720.53,2047648.88,1376513.12,6363905.39,16761673.18,553383.08,24577171.0,1,1,17659882.53,24023787.92,0.7185482222506407,0.258935635431759,0.6820017316069453,0.9774838576823998
2014,ALEGENT CREIGHTON HEALTH,3964615.0,13694242.39,2217805.63,1746809.37,117304.24,10622598.8,10200.37,17786362.0,1,1,17658857.39,17776161.63,0.992831327170784,0.006595178935411301,0.597232801176542,0.9994265061061952
2022,INTEGRIS Health,9401477.0,8251480.55,6249161.76,3152315.24,8584514.96,20173937.01,3338422.49,29575895.0,1,1,17652957.55,26237472.51,0.596869766747549,0.2902537678065195,0.6821074057099541,0.8871235345540684
2014,SUMMIT BEHAVIORAL HOLDINGS I LLC,0.0,17641168.94,0.0,0.0,37996391.56,47699034.480000004,14776374.5,70413935.0,4,4,17641168.94,55637560.5,0.25053519505762606,0.5396146595130638,0.6774090168373633,0.7901498545706898
2021,EAST PHILLIPS COUNTY HOSPITAL DISTRICT,2126325.0,15514115.27,1063162.5,1063162.5,2158515.71,12286022.86,187697.02,19986653.0,1,1,17640440.27,19798955.98,0.8826110239668442,0.10799785787044984,0.614711370633192,0.9906088818372941
2017,"NFCH, INC",1902211.0,15726867.21,1088445.13,813765.87,6632058.81,16708494.03,2579133.98,26840271.0,1,1,17629078.21,24261137.02,0.656814463982126,0.24709358597757822,0.6225158468034842,0.9039080499597042
2023,MURRAY COUNTY,3111144.0,14509141.62,2067977.42,1043166.58,3834126.11,14147512.0,333402.27,21787814.0,1,1,17620285.619999997,21454411.729999997,0.8087220507757225,0.17597571330469408,0.6493314106683672,0.9846977640804165
2018,MADISON COMMUNITY HOSPITAL,733254.0,16883542.11,374032.87,359221.13,7104988.72,16940877.38,2763051.17,27484836.0,1,1,17616796.11,24721784.83,0.6409642069539727,0.25850577096403266,0.6163717833353635,0.8994699779180053
2014,NORTH LINCOLN COUNTY HOSPITAL DISTRICT,2060194.0,15556559.68,1030097.0,1030097.0,14981467.05,25082720.37,1302736.27,33900957.0,1,1,17616753.68,32598220.73,0.5196535802809342,0.44191870601175065,0.7398823688074647,0.9615722862926849
2023,ARKANSAS VALLEY REGIONAL MEDICAL CENTER,8831302.0,8784053.14,4415651.0,4415651.0,13614849.26,25069554.99,5294663.6,36524868.0,1,1,17615355.14,31230204.4,0.48228388231273006,0.37275560475673725,0.6863694891381947,0.8550394870694673
2018,COUNTY OF HOT SPRINGS,758874.0,16854362.31,379437.0,379437.0,5154103.94,14993158.71,2004373.75,24771714.0,1,1,17613236.31,22767340.25,0.7110221081189617,0.2080640822835271,0.605253181511784,0.919086190402489
2020,HOSPITAL AUTHORITY OF THE CITY OF BAINBRIDGE AND DECATUR COUNTY,4217045.0,13384245.39,2800117.88,1416927.12,23422509.64,33946628.35,2036739.97,43060540.0,1,1,17601290.39,41023800.03,0.4087568430400548,0.5439437043752818,0.7883465546414421,0.9527005474153367
2014,HOSPITAL AUTHORITY OF THE CITY OF BAINBRIDGE AND DECATUR COUNTY,4338134.0,13255353.64,2880520.98,1457613.02,18970651.49,29514696.49,1649621.87,38213761.0,1,1,17593487.64,36564139.129999995,0.4603966523996421,0.49643507976092693,0.7723578029914406,0.9568317321605689
2015,NEUROPYCHIATRIC HOSPITALS LLC,0.0,17593463.43,0.0,0.0,4095799.46,13772204.35,558518.11,22247781.0,3,1,17593463.43,21689262.89,0.7907963239120341,0.18409923488549262,0.6190372131944305,0.9748955587975269
2023,CHILDRESS COUNTY HOSPITAL DISTRICT,3122121.0,14464916.49,1867964.99,1254156.01,19234764.31,29532059.13,1672588.2,38494390.0,1,1,17587037.490000002,36821801.8,0.45687274145661233,0.4996770778806989,0.7671782597412246,0.9565498193373112
2022,LUCAS COUNTY HEALTH CENTER,4655034.0,12931991.17,2918706.32,1736327.68,7209206.32,17813076.96,626887.51,25423119.0,1,1,17587025.17,24796231.490000002,0.6917729162185018,0.283568916937375,0.7006644998986946,0.9753418331558769
2018,HOWARD COUNTY,1156855.0,16426809.32,725348.08,431506.92,5749076.95,15651463.33,499919.73,23832661.0,1,1,17583664.32,23332741.27,0.7377969384115354,0.2412268168460081,0.6567232811308817,0.9790237552575434
2017,HANCOCK COUNTY HEALTH SYSTEM,1495847.0,16086682.47,937896.07,557950.93,4081703.77,14051264.38,354930.76,22019164.0,1,1,17582529.47,21664233.24,0.7985103099282062,0.18537051497504628,0.6381379592794714,0.9838808249032523
2022,OGLETHORPE INC,0.0,17555906.99,0.0,0.0,23994967.689999998,33650716.53,9331376.32,50882251.0,4,2,17555906.99,41550874.67999999,0.3450300771874263,0.471578344480082,0.661344886844727,0.8166084216675082
2020,LOUISIANA STATE UNIVERSITY HEALTH SCIENCES CENTER - HEALTH CARE SERVIC,11875211.0,5677690.24,8054955.62,3820255.38,11241810.98,23270948.86,977548.78,29772261.0,1,1,17552901.240000002,28794712.220000003,0.5895723284167098,0.3775934578834977,0.7816318975572597,0.9671657863002076
2020,BEAR VALLEY COMMUNITY HEALTH CARE DISTRICT,8395818.0,9152214.95,4197909.0,4197909.0,11293518.93,22624100.65,982045.12,29823597.0,1,1,17548032.95,28841551.88,0.5883942486883792,0.3786772913408131,0.7585973164135767,0.9670715400291923
2017,RAY COUNTY MEMORIAL HOSPITAL,1003968.0,16530933.01,646956.98,357011.02,7505290.07,17350279.23,652633.92,25692825.0,1,1,17534901.009999998,25040191.08,0.6824824054964761,0.29211618691210484,0.6752966725146028,0.9745985924085809
2021,HOSPITAL SERVICE DISTRICT NO 1A OF THE PARISH OF RICHLAND STATE OF LA,5678246.0,11852089.75,3851554.26,1826691.74,4397121.83,15174455.69,382358.42,22309816.0,1,1,17530335.75,21927457.58,0.7857678319713618,0.19709359458634712,0.6801694684528101,0.9828614265577089
2016,GRAFTON CITY HOSPITAL INC,5622233.0,11897757.0,4172821.33,1449411.67,0.0,10760441.1,0.0,17519990.0,1,1,17519990.0,17519990.0,1.0,0.0,0.6141807786419969,1.0
2017,HARRISON COUNTY COMMUNITY HOSPITAL DISTRICT,1644334.0,15873502.16,1059608.83,584725.17,3418305.85,13381982.54,297243.99,21233386.0,1,1,17517836.16,20936142.01,0.825013785366121,0.1609873173313008,0.6302330932993918,0.9860011026974219
2019,CARRIS HEALTH LLC,2678663.0,14831513.39,1357546.41,1321116.59,12265939.88,22432269.49,4770087.73,34546204.0,1,1,17510176.39,29776116.270000003,0.5068625308297259,0.3550589778257548,0.6493410821634701,0.8619215086554808
2023,RURAL HEALTH RESOURCES OF JACKSON CO INC,1824429.0,15673555.29,1106881.07,717547.93,7184992.73,17173769.89,624781.98,25307759.0,1,1,17497984.29,24682977.02,0.6914078915482007,0.2839047396492119,0.6785970219646869,0.9753126311974126
2015,HUMBOLDT GENERAL HOSPITAL,0.0,17494947.76,0.0,0.0,19275870.58,28898091.85,1676162.66,38446981.0,1,1,17494947.76,36770818.34,0.45504087199980675,0.50136239773937,0.7516348773912834,0.9564032697391768
2020,ASSURANCE HEALTH SYSTEM LLC,0.0,17494249.57,0.0,0.0,5206859.59,14828696.86,2024889.84,24725999.0,3,2,17494249.57,22701109.16,0.7075244793951501,0.21058237485166928,0.599720838781883,0.9181068542468194
2023,CITY OF PIGGOTT,870243.0,16614091.37,602469.23,267773.77,6233402.23,16023834.73,850009.4,24567746.0,1,1,17484334.369999997,23717736.599999998,0.7116784083488976,0.25372300047387336,0.6522305599382214,0.965401408822771
2018,CARROLL COUNTY MEMORIAL HOSPITAL,1996697.0,15485865.25,1286671.55,710025.45,8824162.14,18838910.78,3431618.61,29738343.0,1,1,17482562.25,26306724.39,0.5878795012217056,0.296726759120372,0.6334889196751817,0.8846062603420776
2015,RAY COUNTY MEMORIAL HOSPITAL,679720.0,16799206.08,438011.57,241708.43,7432916.37,17182269.71,646340.55,25558183.0,1,1,17478926.08,24911842.45,0.6838876644712967,0.2908233488272621,0.6722805650933793,0.9747110132985588
2015,LOWER UMPQUA HOSPITAL DISTRICT,3630605.0,13845474.74,2096674.39,1533930.61,3279658.56,13617623.42,285187.7,21040926.0,1,1,17476079.740000002,20755738.3,0.8305756001423132,0.15587044790709306,0.6471969636697549,0.9864460480494063
2020,THE CLARA BARTON HOSPITAL ASSOCIATION INC HOISINGTON KANSAS,653927.0,16816522.0,396737.51,257189.49,4420670.4,14160202.75,1719149.6,23610269.0,1,1,17470449.0,21891119.4,0.7399512898391797,0.18723507131579062,0.5997476246458692,0.9271863611549702
2021,"SANITAS USA, INC",2637740.0,14832322.32,1509314.83,1128425.17,12429870.25,22565952.53,4833838.43,34733771.0,1,1,17470062.32,29899932.57,0.5029705044119742,0.3578612368348948,0.6496833450649514,0.8608317412468689
2014,MIDWEST MEDICAL FOUNDATION,1643794.0,15821046.38,851814.05,791979.95,1030523.49,10964944.5,400759.13,18896123.0,1,1,17464840.380000003,18495363.87,0.924255223148156,0.054536239523843066,0.5802748267462061,0.978791462671999
2022,TEXAS HOSPITAL HOLDINGS INC,0.0,17462416.97,0.0,0.0,125151878.89999999,134756208.23,48670175.13,191284471.0,5,1,17462416.97,142614295.87,0.09129030118707336,0.6542709831369427,0.7044806487715356,0.745561284324016
2015,COLUMBUS COMMUNITY HOSPITAL,2321308.0,15129792.68,1388838.58,932469.42,4863800.39,14926167.36,1891477.93,24206379.0,1,1,17451100.68,22314901.07,0.7209298292817773,0.20093052290059574,0.6166212369061891,0.921860352182373
2015,SGOH ACQUISITION INC,2386062.0,15060246.41,1651870.72,734191.28,10215808.26,20288490.29,3972814.33,31634931.0,1,1,17446308.41,27662116.67,0.5514887454630453,0.3229281031148764,0.6413318963774569,0.8744168485779217
2023,KNIGHT HEALTH HOLDINGS LLC,10263143.0,7164077.62,6140438.46,4122704.54,52673805.63,64311405.57,20484257.75,90585284.0,1,1,17427220.62,70101026.25,0.19238467718443097,0.5814830323874681,0.7099542302036609,0.7738677095718991
2014,COLUMBUS COMMUNITY HOSPITAL,2208499.0,15213893.81,1321344.95,887154.05,4643028.86,14667044.71,1805622.33,23871044.0,1,1,17422392.810000002,22065421.67,0.7298546645048286,0.1945046416905771,0.6144282885155756,0.9243593061954057
2020,COVINGTON COUNTY HOSPITAL,543668.0,16876078.41,418080.69,125587.31,5061972.1,14751566.23,440171.49,22921890.0,1,1,17419746.41,22481718.509999998,0.7599611729224771,0.22083572078916702,0.643558023792977,0.9807968937116441
2018,CHELAN COUNTY PUBLIC HOSPITAL DISTRICT NO 2,346498.0,17064699.96,173249.0,173249.0,8023964.04,17669422.52,697736.0,26132898.0,1,1,17411197.96,25435162.0,0.6662559184978261,0.3070445551044511,0.6761371249373108,0.9733004736022771
2015,HARRISON COUNTY COMMUNITY HOSPITAL DISTRICT,1734006.0,15674241.43,1117393.47,616612.53,4663379.32,14584716.61,405511.25,22477138.0,1,1,17408247.43,22071626.75,0.7744868332436273,0.20747211322010836,0.6488689356269468,0.9819589464637357
2018,JOHN D ARCHBOLD MEMORIAL HOSPITAL INC,2503559.0,14892484.170000002,1662363.1800000002,841195.8200000001,16352644.92,26421180.459999997,6359361.91,40108050.0,2,1,17396043.17,33748688.09,0.43372946752584585,0.40771478344122936,0.6587500628926113,0.8414442509670753
2018,CARRIS HEALTH LLC,2744143.0,14611170.06,1390731.67,1353411.33,8566807.87,18661058.65,1168201.07,27090322.0,1,1,17355313.060000002,25922120.93,0.6406462448102316,0.3162313046703542,0.6888459520710015,0.9568775494805857
2017,SALEM MEMORIAL HOSPITAL,2347638.0,15004843.43,1512817.93,834820.07,2958220.96,12971613.35,257236.61,20567939.0,1,1,17352481.43,20310702.39,0.8436665156387326,0.14382680539844075,0.6306715198834457,0.9874933210371735
2022,SALEM MEMORIAL HOSPITAL,2728539.0,14617715.58,1758270.53,970268.47,8136909.11,18223056.93,707557.31,26190721.0,1,1,17346254.58,25483163.689999998,0.6623053477603766,0.31067908019790674,0.695782942745257,0.9729844279582833
2018,MACON COUNTY SAMARITAN HOSPITAL,1371230.0,15973991.09,883620.61,487609.39,5473286.92,15287404.52,475937.99,23294446.0,1,1,17345221.09,22818508.009999998,0.7446075811375811,0.23496102547362577,0.6562682160374194,0.9795686066112067
2018,COUNTY OF LEMHI,1449625.0,15894214.89,969944.09,479680.91,6185918.18,16014955.12,537905.93,24067664.0,1,1,17343839.89,23529758.07,0.7206283040182047,0.25702196025339225,0.6654137734347629,0.977650264271597
2022,CEMP LLC,0.0,17341815.54,0.0,0.0,1764498.57,11302497.12,686193.89,19792508.0,1,1,17341815.54,19106314.11,0.8761808023520818,0.08914982224587202,0.5710492636910895,0.9653306245979539
2015,MARTIN HEALTH,3059084.0,14282533.02,1962708.29,1096375.71,7249505.03,17399211.19,2819251.95,27410374.0,1,1,17341617.02,24591122.05,0.6326661949231338,0.2644803398158668,0.6347673763955209,0.8971465347390006
2021,"NFCH, INC",3663147.0,13672127.05,2096052.71,1567094.29,11072542.28,21339572.41,4305988.67,32713805.0,1,1,17335274.05,28407816.33,0.5299069933931562,0.338466964634655,0.6523109253111951,0.8683739580278111
2017,WALLOWA COUNTY HEALTH CARE DISTRICT,3529760.0,13803135.03,2038436.4,1491323.6,5503665.37,15742709.64,478579.6,23315140.0,1,1,17332895.03,22836560.400000002,0.743418012072842,0.236055428790048,0.6752140300251254,0.97947344086289
2022,SCURRY COUNTY HOSPITAL DISTRICT,7351766.0,9975267.4,4398561.6,2953204.4,13205941.83,24206163.4,1148342.77,31681318.0,1,1,17327033.4,30532975.229999997,0.5469164319489486,0.4168368825438386,0.7640516534065912,0.9637533144927871
2015,HAMMOND HENRY DIST HOSPITAL,639750.0,16675403.91,331518.45,308231.55,17336024.68,26987309.33,1507480.41,36158659.0,1,1,17315153.91,34651178.59,0.47886604174120506,0.4794432415206548,0.7463581359585265,0.95830928326186
2016,LINCOLN COUNTY HOSPITAL DISTRICT 3,3518558.0,13795648.31,1759279.0,1759279.0,2896101.75,13122626.82,251834.94,20462143.0,1,1,17314206.310000002,20210308.060000002,0.8461580153163821,0.14153462567434896,0.6413124382915318,0.9876926409907312
2020,HHN HOLDCO LLC,0.0,17309302.52,0.0,0.0,9395279.63,18915396.02,3653719.8499999996,30358302.0,2,2,17309302.52,26704582.15,0.5701670179050199,0.3094797472533214,0.6230716072328419,0.8796467651583412
2016,MOREHOUSE PARISH HOSPITAL SERVICE DISTRICT 1,5937901.0,11357891.66,4027678.25,1910222.75,4913370.71,15613636.87,427249.63,22636413.0,1,1,17295792.66,22209163.37,0.7640694954629075,0.2170560640504306,0.6897575543439678,0.9811255595133381
2014,EMANUEL COUNTY HOSPITAL AUTHORITY,5138526.0,12141948.38,3411981.26,1726544.74,17958969.13,28490935.24,1561649.49,36801093.0,1,1,17280474.380000003,35239443.510000005,0.46956416158617903,0.48800097132984604,0.7741872025377072,0.9575651329160252
2016,WALLOWA COUNTY HEALTH CARE DISTRICT,3113929.0,14166434.39,1798294.0,1315635.0,4347248.04,14474233.7,378021.57,22005633.0,1,1,17280363.39,21627611.43,0.7852699983681452,0.19755160144677503,0.6577512994059294,0.9828215998149201
2023,RIVERSIDE MEDICAL CENTER,5756527.0,11517340.68,3904652.26,1851874.74,7095872.89,17747805.51,617032.43,24986773.0,1,1,17273867.68,24369740.57,0.6913204710348151,0.28398516647187694,0.7102880195854023,0.9753056375066921
2019,DONALSONVILLE HOSPITAL INC,3291317.0,13978273.68,2185434.49,1105882.51,10141447.91,20297986.18,3943896.41,31354935.0,1,1,17269590.68,27411038.59,0.5507774351948106,0.3234402466469792,0.6473617687295476,0.8742176818417898
2023,JOHNSON COUNTY HOSPITAL DISTRICT,2113627.0,15154725.48,1056813.5,1056813.5,8174908.88,18095228.14,710861.64,26154123.0,1,1,17268352.48,25443261.36,0.6602535470220126,0.3125667368009243,0.6918690464214763,0.9728202838229368
2019,AMBERWELL HEALTH INC,1610710.0,15652083.49,977217.76,633492.24,5182829.65,14999508.07,2015544.86,24461168.0,1,1,17262793.490000002,22445623.14,0.7057223714746574,0.2118798926527139,0.6131967234761644,0.9176022641273712
2020,ARKANSAS VALLEY REGIONAL MEDICAL CENTER,4008791.0,13249549.48,2004395.5,2004395.5,7770605.41,18064450.87,3021902.11,28050848.0,1,1,17258340.48,25028945.89,0.6152520052156712,0.27701855608785875,0.643989474756699,0.89227056130353
2020,COUNTY OF COFFEY,2107796.0,15150325.89,1278799.83,828996.17,4363528.82,14277055.06,379437.29,22001088.0,1,1,17258121.89,21621650.71,0.7844212927106151,0.1983324106516914,0.6489249558930904,0.9827537033623065
2023,"SPRINGHILL MEDICAL SERVICES, INC.",9648524.0,7608614.94,6544593.83,3103930.17,2428899.16,13850030.38,944571.9,20630610.0,1,1,17257138.94,19686038.1,0.8364822436176148,0.11773278444020803,0.6713340216309649,0.9542150280578229
2015,HOSPITAL AUTHORITY OF THE CITY OF BAINBRIDGE AND DECATUR COUNTY,4851932.0,12400652.23,3221682.85,1630249.15,19238687.43,29697995.16,1672929.34,38164201.0,1,1,17252584.23,36491271.66,0.4520619789734364,0.5041029793863626,0.7781636817183727,0.956164958359799
2014,"OZARK HEALTH, INC",1708476.0,15541810.54,1182777.93,525698.07,4446734.01,14276086.81,1729285.45,23426306.0,1,1,17250286.54,21697020.549999997,0.7363639209698704,0.18981797685046886,0.6094040951228077,0.9261818978203391
2022,"SANITAS USA, INC",1938626.0,15306549.48,1109281.8,829344.2,12026022.85,21898594.56,4676786.67,33947985.0,1,1,17245175.48,29271198.33,0.5079881907571244,0.3542485025252603,0.6450631623644231,0.8622366932823847
2016,YUMA DISTRICT HOSPITAL,1682426.0,15561588.72,841213.0,841213.0,2724075.18,12544768.48,236876.1,20204966.0,1,1,17244014.72,19968089.9,0.8534542804971806,0.1348220620613764,0.6208755055564062,0.9882763425585571
2014,MAGEE BENEVOLENT ASSOCIATION,4717748.0,12524545.03,3627948.21,1089799.79,5022210.22,15449020.99,1953081.75,24217585.0,1,1,17242293.03,22264503.25,0.7119740894891048,0.20737865563391228,0.6379257465184907,0.919352745123017
2016,LUCAS COUNTY HEALTH CENTER,17241407.0,0.0,10810362.19,6431044.81,0.0,12931055.25,0.0,17241407.0,1,1,17241407.0,17241407.0,1.0,0.0,0.75,1.0
2021,"US HEALTHVEST, LLC",0.0,17238161.69,0.0,0.0,154704710.43,164185699.35999998,21096096.88,193038969.0,7,4,17238161.69,171942872.12,0.08929886944226273,0.801416994876304,0.8505313730721386,0.8907158643185668
2020,LIMA HOLDCO LLC,2616495.0,14620510.85,1466807.1,1149687.9,22283828.03,32287480.25,8665933.12,48186767.0,1,1,17237005.85,39520833.88,0.35771243690202337,0.4624470454720484,0.6700486930364098,0.8201594823740718
2022,DOWN EAST COMMUNITY HOSPITAL,4441403.0,12794952.92,2722135.9,1719267.1,4313173.02,14681449.38,1677345.06,23226874.0,1,1,17236355.92,21549528.94,0.7420867706950148,0.18569752520291793,0.6320889061524164,0.9277842958979328
2016,ST LUKES JONES REGIONAL MEDICAL CENTER,2144680.0,15076796.43,1344714.36,799965.64,4777186.01,14677934.05,1857794.56,23856457.0,1,1,17221476.43,21998662.439999998,0.721879046414981,0.20024708656444667,0.6152604324271622,0.9221261329794277
2020,THE HOSPITAL SERVICE DISTRICT OF WEST FELICIANA PARISH LOUISIANA,6341560.0,10870751.57,4301480.15,2040079.85,5869998.31,16605081.67,2282777.12,25365087.0,1,1,17212311.57,23082309.88,0.6785827925604986,0.23142038937221068,0.6546431979515781,0.9100031819327092
2014,BEAR LAKE COUNTY,3772043.0,13435222.66,2523873.97,1248169.03,3079832.79,13298237.5,267811.55,20554910.0,1,1,17207265.66,20287098.45,0.8371365119088334,0.14983440890765273,0.6469616018751724,0.9869709208164862
2021,DEAF SMITH COUNTY HOSPITAL DISTRICT,7228728.0,9975756.0,4324947.96,2903780.04,0.0,10908211.8,0.0,17204484.0,1,1,17204484.0,17204484.0,1.0,0.0,0.6340330695183883,1.0
2020,COUNTY OF HOT SPRINGS,564852.0,16632588.98,282426.0,282426.0,6568614.01,16140176.95,2554461.01,26320516.0,1,1,17197440.98,23766054.990000002,0.6533854039943594,0.24956250895689125,0.6132165854955123,0.9029479129512508
2023,ALEGENT CREIGHTON HEALTH,2313052.0,14879284.31,1293921.29,1019130.71,8188295.95,18106691.32,712025.74,26092658.0,1,1,17192336.310000002,25380632.26,0.6588955525343567,0.3138160914844321,0.6939381691202177,0.9727116440187888
2018,RAY COUNTY MEMORIAL HOSPITAL,1083901.0,16107097.69,698465.8,385435.2,9280617.13,18952446.61,807010.18,27278626.0,1,1,17190998.689999998,26471615.82,0.6302003147079328,0.3402157106446637,0.6947727722796595,0.9704160253525966
2021,INDIANA REGIONAL MEDICAL CENTER,16081601.0,1105080.08,9015345.52,7066255.48,123641536.26,136310531.05,48082819.66,188911037.0,1,1,17186681.08,140828217.34,0.09097764404310585,0.6544960962762594,0.7215593816786894,0.7454737403193653
2022,BLUE MOUNTAIN HOSPITAL DISTRICT,2490485.0,14692789.29,1438255.09,1052229.91,9831778.45,19780676.31,854937.26,27869990.0,1,1,17183274.29,27015052.74,0.6165511465917282,0.35277294502079115,0.7097482385174878,0.9693240916125193
2019,BOSQUE COUNTY HOSPITAL DISTRICT,2480492.0,14700018.48,1484078.36,996413.64,6402601.09,16347980.25,2489900.43,26073012.0,1,1,17180510.48,23583111.57,0.658938464033231,0.2455643057273168,0.6270077369657177,0.9045027697605478
2022,YUMA DISTRICT HOSPITAL,2384118.0,14792826.42,1192059.0,1192059.0,4988119.09,14912262.12,433749.49,22598813.0,1,1,17176944.42,22165063.51,0.7600817096012964,0.22072482700750698,0.6598692648149264,0.9808065366088033
2023,DOWN EAST COMMUNITY HOSPITAL,4905751.0,12268106.16,3006734.79,1899016.21,5999553.96,16426325.6,2333159.88,25506571.0,1,1,17173857.16,23173411.12,0.6733110914830536,0.23521601394401467,0.6440036804633598,0.9085271054270683
2020,HARDIN COUNTY GOVERMENT,4510215.0,12658706.88,2893753.94,1616461.06,17437283.59,27782233.62,1516285.53,36122491.0,1,1,17168921.880000003,34606205.47,0.47529728445361097,0.4827264982916045,0.7691117874456666,0.9580237827452154
2017,COLUMBUS COMMUNITY HOSPITAL,2893509.0,14274546.17,1731186.43,1162322.57,5712303.48,15733435.62,2221451.35,25101810.0,1,1,17168055.17,22880358.650000002,0.6839369419974098,0.22756540185747565,0.6267849059490133,0.9115023438548855
2018,SCURRY COUNTY HOSPITAL DISTRICT,6041425.0,11125989.94,3614584.58,2426840.42,11010416.54,21660779.76,957427.52,29135259.0,1,1,17167414.939999998,28177831.479999997,0.5892315884337942,0.37790693880565807,0.7434558848438588,0.9671385272394523
2023,OKANOGAN COUNTY PUBLIC HOSPITAL DIST NO 4,5338631.0,11828278.84,2669315.5,2669315.5,8609302.19,19118828.8,748634.97,26524847.0,1,1,17166909.84,25776212.03,0.6472010880967569,0.32457499905654497,0.7207894092659611,0.971776087153302
2023,COLUMBIA COUNTY HOSPITAL DISTRICT,3776978.0,13383120.92,1888489.0,1888489.0,8433963.91,18627413.92,733388.17,26327451.0,1,1,17160098.92,25594062.830000002,0.6517949238610301,0.32034866991111294,0.7075281963301348,0.9721435937721431
2018,RIVERSIDE MEDICAL CENTER,5378221.0,11779975.71,3648047.3,1730173.7,2202985.35,12715637.74,191563.94,19552746.0,1,1,17158196.71,19361182.060000002,0.8775338619956502,0.11266884712766177,0.6503249078160173,0.990202709123312
2016,HAMMOND HENRY DIST HOSPITAL,639750.0,16511837.57,331518.45,308231.55,18911219.56,28472542.72,1644453.87,37707261.0,1,1,17151587.57,36062807.129999995,0.45486166629817,0.501527267122372,0.7550944291604739,0.9563889334205419
2020,MACON COUNTY SAMARITAN HOSPITAL,1109718.0,16040905.58,715102.28,394615.72,5584012.15,15238798.72,485566.27,23220202.0,1,1,17150623.58,22734635.729999997,0.7386078544880875,0.24048077402599685,0.6562733054604779,0.9790886285140843
